0.0,0.0
0.08,0.37
0.082,0.369
0.084,0.369
0.087,0.369
0.092,0.369
0.096,0.368
0.101,0.368
0.105,0.368
0.11,0.367
0.115,0.367
0.119,0.367
0.124,0.367
0.128,0.367
0.133,0.366
0.138,0.366
0.142,0.366
0.147,0.366
0.152,0.366
0.156,0.366
0.161,0.366
0.166,0.365
0.17,0.365
0.175,0.365
0.18,0.365
0.184,0.365
0.189,0.365
0.194,0.365
0.198,0.365
0.203,0.365
0.208,0.365
0.213,0.365
0.217,0.365
0.222,0.365
0.227,0.365
0.231,0.365
0.236,0.365
0.241,0.365
0.246,0.365
0.25,0.365
0.255,0.365
0.26,0.365
0.265,0.365
0.269,0.365
0.274,0.365
0.279,0.365
0.284,0.365
0.288,0.365
0.293,0.365
0.298,0.365
0.303,0.365
0.307,0.365
0.312,0.365
0.317,0.365
0.322,0.366
0.326,0.366
0.331,0.366
0.336,0.366
0.341,0.366
0.346,0.366
0.35,0.366
0.355,0.366
0.36,0.366
0.365,0.367
0.369,0.367
0.374,0.367
0.379,0.367
0.384,0.367
0.388,0.367
0.393,0.367
0.398,0.367
0.402,0.368
0.407,0.368
0.412,0.368
0.417,0.368
0.421,0.368
0.426,0.368
0.431,0.369
0.435,0.369
0.44,0.369
0.445,0.369
0.449,0.369
0.454,0.37
0.459,0.37
0.464,0.37
0.468,0.37
0.473,0.37
0.478,0.371
0.482,0.371
0.487,0.371
0.492,0.371
0.496,0.372
0.501,0.372
0.506,0.372
0.51,0.372
0.515,0.373
0.52,0.373
0.524,0.373
0.529,0.373
0.534,0.374
0.539,0.374
0.543,0.374
0.548,0.374
0.553,0.375
0.557,0.375
0.562,0.375
0.567,0.376
0.571,0.376
0.576,0.376
0.581,0.377
0.585,0.377
0.59,0.377
0.594,0.377
0.599,0.378
0.604,0.378
0.608,0.378
0.613,0.379
0.618,0.379
0.622,0.379
0.627,0.38
0.631,0.38
0.636,0.381
0.641,0.381
0.645,0.381
0.65,0.382
0.654,0.382
0.659,0.382
0.663,0.383
0.668,0.383
0.673,0.384
0.677,0.384
0.682,0.384
0.686,0.385
0.691,0.385
0.695,0.386
0.7,0.386
0.704,0.387
0.708,0.387
0.712,0.387
0.715,0.388
0.718,0.388
0.721,0.388
0.723,0.389
0.726,0.389
0.727,0.389
0.729,0.389
0.73,0.389
0.73,0.389
0.731,0.389
0.832,0.389
0.933,0.389
1.034,0.389
